x,p_x,y,p_y,p_yx,pmi_yx,pages,paragraphs,volume
Polycletus,0.0008748906386701663,"Ghiberti, Bonaccorso",0.0008748906386701663,1.0,10.158609688214478,[160],['181'],['1']
Simone,0.0008748906386701663,"Galassi, Galasso (Galasso Ferrarese)",0.0008748906386701663,1.0,10.158609688214478,[104],['112'],['1']
Simone,0.0008748906386701663,Cristofano,0.0008748906386701663,1.0,10.158609688214478,[104],['112'],['1']
"Galassi, Galasso (Galasso Ferrarese)",0.0008748906386701663,Cristofano,0.0008748906386701663,1.0,10.158609688214478,[104],['112'],['1']
"Zevio, Aldigieri (Altichiero) da",0.0008748906386701663,"Avanzi, Jacopo (Jacopo Davanzo)",0.0008748906386701663,1.0,10.158609688214478,[55],['60'],['3']
"Zevio, Aldigieri (Altichiero) da",0.0008748906386701663,"Verona, Sebeto da",0.0008748906386701663,1.0,10.158609688214478,[55],['60'],['3']
"Avanzi, Jacopo (Jacopo Davanzo)",0.0008748906386701663,"Verona, Sebeto da",0.0008748906386701663,1.0,10.158609688214478,[55],['60'],['3']
"Conti, Domenico",0.0008748906386701663,"Salviati, Francesco (Francesco de' Rossi)",0.0008748906386701663,1.0,10.158609688214478,[119],['177'],['4']
"Maini (Marini), Michele",0.0008748906386701663,"Marchissi, Antonio di Giorgio",0.0008748906386701663,1.0,10.158609688214478,[4],['2'],['4']
"Angelo, Battista d' (Battista d' Agnolo, or del Moro)",0.0008748906386701663,"Cattaneo, Danese (Danese da Carrara)",0.0008748906386701663,1.0,10.158609688214478,[28],['50'],['5']
"Nunziata, Toto del",0.0008748906386701663,"Ceri, Andrea de'",0.0008748906386701663,1.0,10.158609688214478,[191],['299'],['5']
"Lancia, Baldassarre",0.0008748906386701663,"Menzochi, Francesco (Francesco da Forlï¿½)",0.0008748906386701663,1.0,10.158609688214478,[206],['277'],['6']
"Mainardi, Bastiano (Bastiano da San Gimignano)",0.0017497812773403325,"Ghirlandajo, David",0.0008748906386701663,0.5,9.158609688214478,[231],['339'],['2']
"Santa Croce, Girolamo",0.0008748906386701663,"Nola, Giovanni da",0.0017497812773403325,1.0,9.158609688214478,[138],['201'],['4']
"Dossi, Battista",0.0017497812773403325,"Bernazzano, Cesare",0.0008748906386701663,0.5,9.158609688214478,[141],['208'],['4']
"Ravenna, Rondinello da (Niccolï¿½ Rondinello)",0.0008748906386701663,"Cotignola, Francesco da (Francesco de' Zaganelli",0.0017497812773403325,1.0,9.158609688214478,[265],['370'],['4']
"Caliari, Paolo (Paolo Veronese)",0.0017497812773403325,"Canneri, Anselmo",0.0017497812773403325,1.0,9.158609688214478,"[22, 22]","['39', '38']","['5', '5']"
"Caliari, Paolo (Paolo Veronese)",0.0017497812773403325,"Caroto, Giovanni",0.0008748906386701663,0.5,9.158609688214478,[22],['38'],['5']
"Canneri, Anselmo",0.0017497812773403325,"Caroto, Giovanni",0.0008748906386701663,0.5,9.158609688214478,[22],['38'],['5']
"Viviano, Michelagnolo di",0.0017497812773403325,"Prato, Francesco di Girolamo dal",0.0008748906386701663,0.5,9.158609688214478,[73],['90'],['6']
"Viviano, Michelagnolo di",0.0017497812773403325,"Buda, Girolamo del",0.0008748906386701663,0.5,9.158609688214478,[56],['66'],['6']
"Casentino, Jacopo di",0.0026246719160104987,"Daddi, Bernardo",0.0008748906386701663,0.33333333333333337,8.573647187493323,[25],['25'],['1']
"Romano, Paolo",0.0026246719160104987,"Mino, Maestro (Mino del Regno, or del Reame)",0.0017497812773403325,0.6666666666666667,8.573647187493323,"[91, 92]","['131', '133']","['2', '2']"
"Filarete, Antonio",0.0026246719160104987,"Ciuffagni, Bernardo",0.0008748906386701663,0.33333333333333337,8.573647187493323,[7],['11'],['2']
"Modena, Pellegrino da (Pellegrino degli Aretusi, or de' Munari)",0.0026246719160104987,"Pistoia, Il (Leonardo)",0.0008748906386701663,0.33333333333333337,8.573647187493323,[80],['110'],['4']
"Dossi, Dosso",0.0026246719160104987,"Dossi, Battista",0.0017497812773403325,0.6666666666666667,8.573647187493323,"[140, 141]","['206', '208']","['4', '4']"
"Dossi, Dosso",0.0026246719160104987,"Bernazzano, Cesare",0.0008748906386701663,0.33333333333333337,8.573647187493323,[141],['208'],['4']
"Cock, Hieronymus",0.0026246719160104987,"Liefrinck, Hans",0.0008748906386701663,0.33333333333333337,8.573647187493323,[117],['200'],['5']
"Viniziano, Agostino (Agostino de' Musi)",0.0026246719160104987,"Dente, Marco (Marco da Ravenna)",0.0017497812773403325,0.6666666666666667,8.573647187493323,"[106, 103]","['179', '173']","['5', '5']"
"Tafi, Andrea",0.003499562554680665,"Como, Guido da",0.0008748906386701663,0.25,8.15860968821448,[48],['155'],['0']
Margaritone,0.003499562554680665,"Tedesco, Jacopo (Lapo)",0.0008748906386701663,0.25,8.15860968821448,[65],['181'],['0']
"Laurati, Pietro (Pietro Lorenzetti)",0.0017497812773403325,"Bologhini, Bartolommeo",0.0017497812773403325,0.5,8.15860968821448,[120],['260'],['0']
"Pollaiuolo, Antonio",0.003499562554680665,"Pollaiuolo, Piero",0.0017497812773403325,0.5,8.15860968821448,"[240, 243]","['354', '359']","['2', '2']"
"Baldovinetti, Alesso",0.003499562554680665,Graffione,0.0008748906386701663,0.25,8.15860968821448,[70],['100'],['2']
"Francia, Francesco",0.003499562554680665,Fivizzano,0.0008748906386701663,0.25,8.15860968821448,[29],['28'],['3']
"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,Baviera,0.0017497812773403325,0.5,8.15860968821448,[233],['321'],['3']
Baviera,0.0017497812773403325,"Caraglio, Giovanni Jacopo",0.0017497812773403325,0.5,8.15860968821448,[109],['186'],['5']
"Licinio, Giovanni Antonio (Cuticello, or Pordenone)",0.003499562554680665,"Amalteo, Pomponio",0.0008748906386701663,0.25,8.15860968821448,[155],['229'],['4']
"Fiesole, Andrea da (Andrea Ferrucci)",0.003499562554680665,"Maini (Marini), Michele",0.0008748906386701663,0.25,8.15860968821448,[4],['2'],['4']
"Fiesole, Andrea da (Andrea Ferrucci)",0.003499562554680665,"Marchissi, Antonio di Giorgio",0.0008748906386701663,0.25,8.15860968821448,[4],['2'],['4']
"Vicentino, Valerio (Valerio de' Belli)",0.003499562554680665,"Marmita, Lodovico",0.0008748906386701663,0.25,8.15860968821448,[84],['143'],['5']
Agostino (of Siena),0.0026246719160104987,Agnolo (of Siena),0.004374453193350831,1.0,7.836681593327116,"[98, 99, 100]","['225', '226', '227']","['0', '0', '0']"
"Gaddi, Agnolo",0.004374453193350831,"Gaddi, Giovanni",0.0008748906386701663,0.19999999999999998,7.836681593327116,[217],['406'],['0']
"Maiano, Giuliano da",0.004374453193350831,"Donzello, Polito del",0.0008748906386701663,0.19999999999999998,7.836681593327116,[14],['20'],['2']
"Bellini, Gentile",0.004374453193350831,"Vivarino, Luigi",0.0008748906386701663,0.19999999999999998,7.836681593327116,[179],['259'],['2']
"Mantegna, Andrea",0.004374453193350831,"Squarcione, Jacopo",0.0008748906386701663,0.19999999999999998,7.836681593327116,[280],['418'],['2']
"Signorelli, Luca (Luca da Cortona)",0.004374453193350831,"Caporali, Benedetto (Giovan Battista)",0.0008748906386701663,0.19999999999999998,7.836681593327116,[76],['91'],['3']
"Ghirlandajo, Ridolfo",0.004374453193350831,"Nunziata, Toto del",0.0008748906386701663,0.19999999999999998,7.836681593327116,[191],['299'],['5']
"Ghirlandajo, Ridolfo",0.004374453193350831,"Ceri, Andrea de'",0.0008748906386701663,0.19999999999999998,7.836681593327116,[191],['299'],['5']
"Cellini, Benvenuto",0.004374453193350831,"Rossi, Vincenzio de'",0.0008748906386701663,0.19999999999999998,7.836681593327116,[94],['119'],['6']
"Pisano, Andrea",0.005249343832020997,"Pisano, Nino",0.0008748906386701663,0.16666666666666669,7.573647187493322,[131],['278'],['0']
Simone (brother of Donatello),0.0017497812773403325,"Filarete, Antonio",0.0026246719160104987,0.5,7.573647187493322,[4],['6'],['2']
"Gozzoli, Benozzo",0.005249343832020997,"Forlï¿½, Melozzo da",0.0008748906386701663,0.16666666666666669,7.573647187493322,[124],['181'],['2']
"Fabriano, Gentile da",0.0026246719160104987,"Pisanello, Vittore or Antonio",0.0017497812773403325,0.33333333333333337,7.573647187493322,[113],['161'],['2']
"Claudio, Maestro",0.0017497812773403325,"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.005249343832020997,1.0,7.573647187493322,"[255, 254]","['353', '351']","['3', '3']"
"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,"Cock, Hieronymus",0.0026246719160104987,0.5,7.573647187493322,[120],['204'],['5']
"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,"Vasari, Giorgio",0.0026246719160104987,0.5,7.573647187493322,[120],['204'],['5']
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.0026246719160104987,"Feltro, Morto da",0.0017497812773403325,0.33333333333333337,7.573647187493322,[229],['323'],['4']
"Nola, Giovanni da",0.0017497812773403325,"Dossi, Dosso",0.0026246719160104987,0.5,7.573647187493322,[139],['203'],['4']
"Montelupo, Baccio da",0.003499562554680665,"Montelupo, Raffaello da",0.0026246719160104987,0.5,7.573647187493322,"[45, 43]","['58', '53']","['4', '4']"
"Caravaggio, Polidoro da (Polidoro Caldara)",0.005249343832020997,Maturino,0.0017497812773403325,0.33333333333333337,7.573647187493322,"[176, 182]","['249', '258']","['4', '4']"
"Memmi, Simone (Simone Martini, or Sanese)",0.006124234470691163,"Memmi, Lippo",0.0026246719160104987,0.4285714285714286,7.351254766156875,"[173, 172, 174]","['337', '334', '339']","['0', '0', '0']"
"Quercia, Jacopo della (Jacopo della Fonte)",0.006124234470691163,Matteo (of Lucca),0.0008748906386701663,0.14285714285714288,7.351254766156875,[97],['105'],['1']
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.006124234470691163,Apelles,0.0008748906386701663,0.14285714285714288,7.351254766156875,[254],['376'],['2']
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.006124234470691163,Biagio (pupil of Botticelli),0.0008748906386701663,0.14285714285714288,7.351254766156875,[252],['372'],['2']
Visino,0.0008748906386701663,"Albertinelli, Mariotto",0.006124234470691163,1.0,7.351254766156875,[171],['225'],['3']
"Credi, Lorenzo di",0.006124234470691163,"Credi, Maestro",0.0008748906386701663,0.14285714285714288,7.351254766156875,[49],['61'],['4']
"Credi, Lorenzo di",0.006124234470691163,"Lunetti, Tommaso di Stefano",0.0008748906386701663,0.14285714285714288,7.351254766156875,[52],['68'],['4']
"Bellini, Jacopo",0.0026246719160104987,"Bellini, Gentile",0.004374453193350831,0.6666666666666667,7.25171909260596,"[174, 175]","['252', '254']","['2', '2']"
"Aretino, Spinello",0.00699912510936133,"Daddi, Bernardo",0.0008748906386701663,0.125,7.1586096882144785,[25],['25'],['1']
"Robbia, Luca della",0.00699912510936133,"Robbia, Agostino della",0.0008748906386701663,0.125,7.1586096882144785,[125],['135'],['1']
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.00699912510936133,"Francesco, Mariotto di",0.0008748906386701663,0.125,7.1586096882144785,[232],['328'],['4']
"Fiesole, Andrea da (Andrea Ferrucci)",0.003499562554680665,"Cosini, Silvio (Silvio da Fiesole)",0.0017497812773403325,0.25,7.1586096882144785,[8],['9'],['4']
"Libri, Francesco dai (the younger)",0.0017497812773403325,"Libri, Girolamo dai",0.003499562554680665,0.5,7.1586096882144785,[54],['98'],['5']
"Maiano, Benedetto da",0.007874015748031496,"Tasso, Domenico del",0.0008748906386701663,0.11111111111111112,6.988684686772166,[262],['388'],['2']
"Maiano, Benedetto da",0.007874015748031496,"Donzello, Polito del",0.0008748906386701663,0.11111111111111112,6.988684686772166,[14],['20'],['2']
"Cosimo, Piero di",0.007874015748031496,"Barile, Gian (of Florence)",0.0008748906386701663,0.11111111111111112,6.988684686772166,[86],['117'],['4']
"Cock, Hieronymus",0.0026246719160104987,"Vasari, Giorgio",0.0026246719160104987,0.33333333333333337,6.988684686772166,[120],['204'],['5']
"Messina, Antonello da",0.0017497812773403325,"Viniziano, Domenico (Domenico da Venezia)",0.004374453193350831,0.5,6.836681593327117,[63],['88'],['2']
"Vivarino, Luigi",0.0008748906386701663,"Bellini, Giovanni",0.008748906386701663,1.0,6.836681593327117,[179],['259'],['2']
"Carpaccio (Scarpaccia), Vittore",0.0008748906386701663,"Bellini, Giovanni",0.008748906386701663,1.0,6.836681593327117,[58],['67'],['3']
"Dï¿½rer, Albrecht",0.008748906386701663,"Leyden, Lucas van (Lucas of Holland)",0.0026246719160104987,0.3,6.836681593327117,"[99, 97, 98]","['165', '162', '163']","['5', '5', '5']"
"Ammanati, Bartolommeo",0.0017497812773403325,"Cellini, Benvenuto",0.004374453193350831,0.5,6.836681593327117,[100],['128'],['6']
"Francesco, Mariotto di",0.0008748906386701663,Franciabigio (Francia),0.008748906386701663,1.0,6.836681593327117,[232],['328'],['4']
"Siena, Pastorino da",0.0017497812773403325,"Cellini, Benvenuto",0.004374453193350831,0.5,6.836681593327117,[87],['149'],['5']
