artist1,probability_of_artist1,artist2,probability_of_artist2,shared_probability,pmi_score,pages,paragraphs,volume,pmi_activity,start,end
"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,Cristofano,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,Simone,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.0019011406844106464,"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.0019011406844106464,"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Cristofano,0.0019011406844106464,Simone,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,Cristofano,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,Simone,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.0019011406844106464,"Galassi, Galasso (Galasso Ferrarese)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.0019011406844106464,Cristofano,0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Simone,0.0019011406844106464,"Avanzi, Jacopo (Jacopo Davanzo)",0.0019011406844106464,1.0,9.038918989292304,[104],['82.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Moccio,0.0019011406844106464,Duccio,0.0019011406844106464,1.0,9.038918989292304,[10],['7.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
Duccio,0.0019011406844106464,Moccio,0.0019011406844106464,1.0,9.038918989292304,[10],['7.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Montepulciano, Marco da",0.0019011406844106464,"Lorenzo, Neri di",0.0019011406844106464,1.0,9.038918989292304,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Lorenzo, Neri di",0.0019011406844106464,"Montepulciano, Marco da",0.0019011406844106464,1.0,9.038918989292304,[72],['58.0'],['1'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Linaiuolo, Berto",0.0019011406844106464,"Camicia, Chimenti",0.0019011406844106464,1.0,9.038918989292304,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
"Camicia, Chimenti",0.0019011406844106464,"Linaiuolo, Berto",0.0019011406844106464,1.0,9.038918989292304,[92],['104.0'],['2'],pmi_activity_2024-05-15,2024-05-15T11:56:04,2024-05-15T11:56:04
